score,outcome700,True
300,True
50,True
1050,True
0,False
1400,True
700,True
100,True
250,True
800,True
300,False
100,True
200,True
350,False
550,True
350,False
200,True
200,True
50,True
200,False
500,True
150,True
450,False
600,True
550,True
250,True
1150,True
400,True
200,True
500,True
1000,False
300,False
700,True
50,True
0,False
450,False
1100,True
250,False
50,True
100,True
1000,True
300,True
300,False
400,True
300,True
100,True
200,True
250,True
250,True
400,False
450,True
300,False
400,True
150,True
800,True
250,True
450,False
200,False
350,True
300,True
950,True
150,False
200,True
200,True
150,True
100,False
200,True
1200,True
150,True
700,True
250,True
50,True
0,False
2050,True
200,True
550,True
250,True
1100,True
250,True
650,True
850,True
100,True
650,True
550,True
50,True
300,True
150,True
250,False
600,True
300,True
250,True
200,False
2100,True
150,True
150,True
300,True
2000,True
150,True
300,True
500,True
700,True
300,False
2050,True
500,True
700,True
50,False
250,False
650,True
100,True
150,True
400,True
50,True
300,False
150,True
200,True
500,True
300,True
100,True
150,False
150,False
200,False
100,True
250,True
250,True
50,True
500,True
500,True
150,False
500,True
50,False
650,True
300,True
200,True
100,True
100,True
1100,True
50,True
50,True
1050,False
500,True
500,True
500,True
200,True
450,True
400,True
0,False
250,True
450,True
150,True
500,True
900,True
250,True
400,False
200,True
600,False
150,True
250,True
0,False
250,True
400,True
150,True
200,True
300,True
0,False
300,False
50,True
450,True
200,True
300,True
350,True
250,True
950,True
150,True
0,False
200,False
500,True
500,True
250,True
0,False
350,True
0,False
500,True
400,False
300,True
650,True
1100,False
650,True
250,True
200,True
100,True
1500,False
150,True
1150,True
200,True
250,False
300,True
150,True
350,True
200,True
1000,True
350,False
200,True
100,True
600,True
200,True
50,True
200,False
100,True
200,True
0,False
500,True
250,True
100,True
150,True
300,True
500,True
1150,True
150,True
300,True
200,True
700,True
600,True
500,True
250,False
400,False
50,True
150,True
250,True
350,True
200,False
400,True
200,True
100,True
300,True
350,True
650,True
200,True
900,True
200,True
800,True
250,False
250,True
300,True
1000,False
300,True
450,True
150,True
250,True
500,True
250,False
50,True
500,True
550,True
950,True
250,True
150,True
200,True
150,False
350,True
150,True
250,True
150,False
1000,True
50,True
400,True
1100,False
500,False
100,True
50,True
50,True
50,True
200,False
1150,False
250,True
1100,True
300,True
0,False
200,True
200,True
150,True
400,True
400,True
150,False
600,False
50,True
50,True
1100,True
1050,False
1100,True
300,True
300,True
1050,True
250,True
100,True
550,True
150,True
300,True
150,True
200,True
200,True
450,True
500,True
200,True
350,True
300,False
200,True
50,True
600,True
250,True
0,False
100,True
250,True
1000,False
250,True
1050,False
650,True
100,True
200,True
200,False
250,False
200,True
200,True
600,False
700,False
1000,False
300,True
700,True
100,True
300,True
200,True
400,True
0,False
150,True
150,True
250,True
2000,True
550,True
150,True
700,True
100,True
650,False
250,True
200,True
100,True
300,False
100,True
300,False
350,False
50,True
400,False
50,False
1000,True
150,True
150,True
200,True
350,True
1200,True
0,False
300,True
1050,True
450,True
150,True
250,True
200,False
200,False
0,False
1000,True
0,False
500,True
0,False
250,True
200,True
450,True
1000,False
50,True
100,True
50,True
1000,False
250,False
1100,True
300,True
100,True
200,True
350,False
550,True
300,True
300,True
0,False
300,False
350,False
150,True
50,True
0,False
250,True
300,True
200,True
50,True
250,True
300,False
50,True
150,True
300,False
600,True
1000,True
400,False
450,True
200,True
200,True
200,True
50,True
650,True
1050,False
400,True
50,True
50,True
500,True
900,True
150,True
200,True
100,False
1100,True
600,True
1400,True
250,False
250,False
200,False
1150,True
100,True
250,False
0,False
550,False
250,False
2650,True
150,True
200,True
250,True
100,True
600,True
250,False
200,True
450,True
1100,True
150,True
650,True
300,True
700,True
950,True
400,True
250,True
350,False
600,True
400,True
1000,True
200,True
500,True
350,True
1000,True
400,False
300,True
150,True
1150,True
200,True
400,True
250,True
350,True
500,True
150,True
50,True
150,True
500,True
500,True
350,False
350,True
250,False
350,True
50,True
200,True
950,True
250,True
500,True
700,False
150,True
700,True
150,False
200,True
400,True
300,True
150,True
500,True
1100,True
150,True
300,True
250,False
800,True
100,True
650,True
650,True
200,True
250,False
150,True
200,True
150,False
1100,True
250,False
250,False
350,True
350,True
150,True
400,False
500,True
100,True
300,True
1000,True
700,False
350,True
0,False
100,True
450,True
250,True
1050,True
100,True
300,True
200,True
1000,False
300,True
500,True
500,True
550,True
50,True
550,True
150,True
250,True
350,True
500,True
400,True
250,True
0,False
300,True
200,False
300,False
650,True
600,False
150,True
200,True
600,False
600,True
100,True
400,True
850,True
100,True
400,False
600,False
100,True
200,True
200,True
1050,True
300,True
600,False
150,True
1100,False
1000,True
300,True
400,True
1050,False
500,True
650,False
400,True
350,False
550,True
100,True
450,True
850,True
200,False
350,True
300,True
150,True
700,True
750,True
250,True
650,True
500,True
500,True
300,False
300,True
550,True
250,True
250,True
150,True
600,True
0,False
700,True
150,True
250,True
100,True
50,True
250,False
350,True
450,True
200,True
350,True
100,True
500,False
400,True
300,False
400,True
750,True
200,True
700,True
100,True
200,True
1050,True
250,True
150,False
50,True
150,True
200,True
250,True
400,True
200,True
200,True
350,True
50,True
350,False
450,True
350,True
500,False
150,True
100,True
500,False
500,False
800,True
300,True
300,True
1100,False
150,True
1000,True
600,True
100,True
200,True
300,True
350,True
1000,True
1050,True
350,False
200,False
150,True
100,True
0,False
250,False
100,True
50,True
500,True
450,True
400,True
500,True
300,False
1100,True
700,False
400,True
400,True
700,True
450,True
450,True
50,True
350,True
500,True
500,True
400,True
250,True
400,False
300,True
50,True
500,True
250,True
350,True
250,True
