,random5M,judy5M,karen5M,perfect5M
650,0.17635204446765995,0.19946753660409067,0.24306317491439894,0.38111724401385044
350,0.1688808536323745,0.22827784749533828,0.26731950952270883,0.33552178934957844
400,0.16555183958673667,0.26226296041896846,0.2748910306809706,0.29729416931332425
0,0.15332683677883963,0.20686539991385558,0.2473826066141862,0.3924251566931185
300,0.17707459885231017,0.21974855971081617,0.24150437222814378,0.36167246920872975
0,0.1577925190498344,0.1903888077080638,0.23444350016370313,0.41737517307839855
350,0.15455672807202342,0.22127094135375264,0.26066689849744157,0.3635054320767824
350,0.15205936484695415,0.24510557882177347,0.28090595320898065,0.32192910312229184
400,0.15223549883359708,0.2755842429346583,0.28564642314697797,0.2865338350847667
1500,0.15243825224390906,0.2768048153009257,0.2854503057636519,0.28530662669151347
700,0.15982054203935495,0.2892215108607579,0.2854045918707343,0.26555335522915285
350,0.15612194352269815,0.29754940309008526,0.2999983501305193,0.24633030325669744
900,0.15704428496432912,0.29991398840173306,0.29842708458391093,0.24461464205002678
0,0.15002970672767965,0.22145717643822535,0.2565040797111343,0.37200903712296074
350,0.14856543810632267,0.24524931389439375,0.2776931157232342,0.3284921322760493
350,0.1474353247486689,0.26361193667697663,0.29404668110312315,0.29490605747123133
700,0.15524529401323894,0.2771564365736653,0.2932660988266292,0.2743321705864666
200,0.218553663901719,0.2565748327690669,0.270870242434648,0.2540012608945661
450,0.21502131176534267,0.2719390457170935,0.2747672229130877,0.23827241960447598
0,0.17249888921627066,0.21061539777223046,0.24733462451707705,0.3695510884944217
0,0.15601918812032944,0.18684922153714364,0.23670303311775032,0.42042855722477657
700,0.16309535859742577,0.2069558467676028,0.24082452086952674,0.3891242737654446
1000,0.1685838375005039,0.22627469540784964,0.2415251954335368,0.36361627165810967
800,0.1709075006603692,0.23476917044193174,0.2424852477046021,0.3518380811930969
800,0.1731158202136914,0.24284199082182636,0.24339764423393723,0.3406445447305449
250,0.21491317685198524,0.23313063076475643,0.23364876423913084,0.3183074281441274
300,0.22811963857693804,0.2415181558675029,0.23012125498536148,0.30024095057019745
850,0.22683107681821862,0.24570391691487217,0.2306281523097405,0.29683685395716874
400,0.21142678731027173,0.2760579033837971,0.24584517025947628,0.26667013904645487
0,0.17110581974725675,0.21221167425731705,0.23612579034817358,0.38055671564725246
1100,0.1727029938866013,0.21762124114478978,0.24395051069658377,0.3657252542720252
1000,0.17748631810886814,0.23615730062397788,0.2444217524925535,0.34193462877460057
300,0.19709887181207725,0.2440267719504492,0.239050306666234,0.31982404957123955
850,0.1967755026460447,0.24813447890974547,0.23927938189139072,0.31581063655281905
300,0.21308646240093893,0.2539539009316458,0.23478811944576675,0.2981715172216484
650,0.21593494795919607,0.26035277067241147,0.24167111716137774,0.2820411642070146
600,0.2195770664971231,0.2790001888101945,0.2465307115045833,0.25489203318809905
350,0.20224165510547135,0.28966065070289143,0.26999573256099885,0.2381019616306385
250,0.24027425603729718,0.2738975905791508,0.2568088290663509,0.22901932431720104
0,0.1822857486764534,0.2113744381084777,0.24037479144510476,0.36596502176996404
700,0.18711650010939043,0.22938450455143455,0.24418239584484602,0.3393165994943291
450,0.18724569086297357,0.24791562382786314,0.25118775771464597,0.31365092759451724
0,0.1617343583455992,0.2013050436507236,0.23819632723347256,0.39876427077020454
1000,0.16732272818638208,0.22103863433188653,0.2390898986954977,0.3725487387862337
1500,0.167368862499715,0.22282543948773917,0.23937708017689843,0.37042861783564746
400,0.16435490693737032,0.2579466883053333,0.25277105572596903,0.32492734903132736
450,0.16713518129994936,0.27315111877686016,0.25877608096458476,0.3009376189586058
700,0.17326109174102267,0.2858801536602664,0.26101063563686566,0.2798481189618453
350,0.16649527566307268,0.29497056451505066,0.281171247381866,0.2573629124400108
900,0.1671329866114278,0.297405909741233,0.2801165725960458,0.2553445310512934
450,0.16958969304830332,0.3080144538711551,0.2829366164053785,0.2394592366751632
900,0.17014249728251485,0.31009189205151816,0.2818335022319848,0.23793210843398213
1550,0.17004891725057328,0.3106454841773821,0.28107606104437755,0.2382295375276669
0,0.1550696936355894,0.22561620200858082,0.24977963494766464,0.369534469408165
550,0.16026428448573374,0.23263441150176886,0.2537277609949475,0.3533735430175499
500,0.18595281884311235,0.22887386335105012,0.27308038514297434,0.31209293266286325
400,0.1790664641822105,0.2627347825228367,0.27945149401299146,0.2787472592819613
200,0.23985316108134436,0.2436798331698756,0.25851803075996777,0.2579489749888123
0,0.1821225519771331,0.19966344941022474,0.24103719803755555,0.37717680057508657
500,0.20508539501427983,0.20001432798753815,0.2619723152772892,0.33292796172089284
300,0.2199740089825372,0.21407013754415055,0.2535968631505517,0.31235899032276054
0,0.174418322890678,0.18818811700434804,0.23912998376366007,0.3982635763413138
350,0.1673884194216998,0.21957246204192468,0.26428389720894063,0.3487552213274349
0,0.15403860917807435,0.19032056049228782,0.2432717780530411,0.41236905227659665
200,0.2174747168952968,0.17893127098910208,0.22616824472584698,0.37742576738975414
1750,0.2173256365923258,0.1795789716470393,0.22591274233676475,0.3771826494238702
2650,0.21729309741280323,0.17966460563534373,0.2258614550454361,0.377180841906417
250,0.25338017460161383,0.17811944655703651,0.21837927293456724,0.35012110590678247
500,0.26745730501014864,0.18115682815217107,0.24213979753158477,0.30924606930609566
0,0.19282062639730657,0.17543245849895336,0.2346897612758827,0.3970571538278574
300,0.20980851448289317,0.1936957736339047,0.23098407188649747,0.36551163999670466
1200,0.20992609967406942,0.19646462154482905,0.23426599842883142,0.35934328035227014
0,0.17052422344581256,0.18136504287272237,0.23163824520684592,0.4164724884746191
300,0.191328429889076,0.19861291929752226,0.2284548623445873,0.3816037884688143
1000,0.19474473579892906,0.21854409908691502,0.23006341094277574,0.3566477541713801
450,0.19398545225068034,0.2383378198440337,0.23871323632471467,0.3289634915805713
1050,0.1937358372503952,0.24666759550824185,0.25083370131213495,0.30876286592922814
400,0.18522770986750114,0.276820777151364,0.261840423655439,0.27611108932569595
400,0.17849244850942608,0.30069084279615665,0.27055363965958173,0.2502630690348356
0,0.15834201122708014,0.2217582488477381,0.24570163682733506,0.3741981030978467
0,0.1505326446985774,0.19116766917189534,0.2360701635066823,0.4222295226228448
450,0.154922822752149,0.214149971856124,0.24402037163665133,0.3869068337550757
300,0.17839741114007995,0.22578628274693693,0.23871762734627608,0.3570986787667069
300,0.19785401946195877,0.23543088820594307,0.23432251647217212,0.332392575859926
0,0.1658456500820249,0.1964665443607629,0.23166014895562007,0.40602765660159196
800,0.16830523329161748,0.20644065710892376,0.2331098892585532,0.39214422034090557
0,0.15439392333072924,0.18523128741768066,0.23119019139386116,0.42918459785772894
300,0.17795903970991153,0.20181740597668077,0.22808349874909822,0.3921400555643094
600,0.18561045412102936,0.22664467884156528,0.2343776020991521,0.3533672649382534
1000,0.18944643222453306,0.24451846096140575,0.23555144980211987,0.3304836570119415
1850,0.1894885388387472,0.24470967923773185,0.23542312042014538,0.3303786615033755
400,0.18186543476502662,0.2752708382275973,0.24964099535397866,0.29322273165339735
0,0.15964922285710587,0.21190664463436382,0.23759687452494369,0.39084725798358655
400,0.15824383357854102,0.2493030780556155,0.2513617972843119,0.3410912910815315
600,0.16797667535310049,0.26911706439547395,0.25519830078870853,0.3077079594627171
150,0.22505328780092987,0.25071208440750237,0.2378178626847543,0.2864167651068134
400,0.2100194419412979,0.2800225028155943,0.25153673742641147,0.25842131781669625
0,0.17056039854053504,0.21374816746923975,0.23833157543885894,0.37735985855136617
900,0.17108656790184942,0.2184121476820737,0.23845236450514615,0.37204891991093086
600,0.17946354159854933,0.24148743534098605,0.2436517777581915,0.335397245302273
250,0.22044040260485512,0.23195116281342967,0.23387004889779223,0.31373838568392304
700,0.22200947132257393,0.2482022106204977,0.2382337166908308,0.2915546013660976
1000,0.22317393488747755,0.26449377255991785,0.23912454394472607,0.2732077486078786
1100,0.2221464904955913,0.26726793458037934,0.2467981049081861,0.26378747001584324
0,0.17526027506144795,0.20880509368548336,0.23649510322437628,0.3794395280286923
350,0.1680382328376364,0.23548451561048048,0.26225031289945305,0.33422693865243014
1400,0.1683809101879333,0.2362663191846525,0.2623670359661296,0.3329857346612845
200,0.2302987636462301,0.2200132812657626,0.24324210756209938,0.3064458475259078
1850,0.23024058762107796,0.22026465385917438,0.24309489946667598,0.30639985905307177
250,0.26465409432419584,0.21347160184315503,0.2333851517437644,0.28848915208888465
400,0.241368500308832,0.2505419400684956,0.2480276848031055,0.26006187481956694
500,0.256943467468343,0.244548351481231,0.2680910994200877,0.23041708163033833
400,0.23526456171322807,0.2751431268575807,0.27550184189549776,0.2140904695336935
1550,0.23472137874449178,0.2759380053678046,0.2747881145106847,0.21455250137701892
250,0.26855570603476053,0.2619487109584224,0.2609817559048033,0.20851382710201366
1500,0.26755095040638344,0.26331083248888765,0.26104168009282414,0.20809653701190484
500,0.2798610075266436,0.25572498324999854,0.27948227011875937,0.18493173910459845
0,0.19762772104763884,0.2043315859150794,0.24916195616811487,0.3488787368691668
250,0.23625671122077005,0.19959801506713484,0.23866799105115874,0.32547728266093656
1000,0.23637549521932152,0.21945689351784411,0.23952694463492344,0.3046406666279109
1300,0.23602937296483262,0.22128660637935021,0.24089709591920316,0.301786924736614
750,0.23502356175803144,0.2310313821227485,0.24236239719148447,0.29158265892773566
600,0.23665040524246328,0.25277439764128945,0.2471490098391968,0.26342618727705047
600,0.23810549518184113,0.27222190038849714,0.25143027719775735,0.23824232723190422
0,0.18144523845845612,0.21072501900636742,0.23829031643615747,0.36953942609901896
750,0.18330004751242102,0.2210233015718163,0.23989223261077236,0.3557844183049904
200,0.2436385836933277,0.2063838664070214,0.2231464528447,0.326831097054951
1800,0.24343243821460095,0.20704048916517706,0.2231027337634825,0.3264243388567395
250,0.27614078882570053,0.20195677010665003,0.21597713925696488,0.30592530181068456
400,0.25046167511995965,0.2414264910690428,0.23424703618952686,0.27386479762147065
600,0.2504586441117124,0.262072045873118,0.2398904258012297,0.24757888421393992
1050,0.24626615673131014,0.26874473396728377,0.2519287012094858,0.2330604080919203
1050,0.2423663824445268,0.274951545125498,0.26312648253466875,0.21955558989530657
1250,0.2418488634866393,0.27604967949048237,0.26404303686679664,0.2180584201560817
300,0.2504449333199451,0.2770910531129946,0.25531315390057047,0.2171508596664898
350,0.22606528152889427,0.28818719172035867,0.2767739666362002,0.20897356011454693
250,0.261018481171123,0.2726145883898172,0.2627109201740045,0.20365601026505536
700,0.2591186986780634,0.28538948902508926,0.26460910180354696,0.19088271049330013
550,0.2593084312886908,0.2895325453353568,0.2678439160863299,0.18331510728962247
250,0.28996467813199783,0.27378604389277494,0.2549351527165018,0.18131412525872537
