,random5M,judy5M,karen5M,perfect5M
200,0.3390118580930356,0.25356122475184356,0.23659695221532548,0.17082996493979535
400,0.30023209630905856,0.28227795857000104,0.2505702320208922,0.16691971310004808
0,0.20552260177193582,0.21462227657308608,0.23795700317237556,0.3418981184826025
250,0.24313111313753694,0.2085585486147212,0.22891137115516239,0.3193989670925794
300,0.25150770932334493,0.22115190406595625,0.2261947281309464,0.3011456584797524
950,0.2501951233577555,0.22358534165432337,0.22644520033102064,0.29977433465690057
300,0.25736262263493276,0.2336066667086014,0.2241506744083754,0.2848800362480905
300,0.263303311510018,0.241912712089468,0.22224888633765216,0.27253509006286186
250,0.2934431869543324,0.23232146901526032,0.2152336586920603,0.259001685338347
1100,0.28887365196335846,0.23671735334789487,0.2241114971676367,0.25029749752110997
350,0.2557243260669065,0.25702702292553814,0.25269272324921915,0.23455592775833628
0,0.1882734728167112,0.20483619556292315,0.23877958144813632,0.36811075017222933
350,0.17808173742041192,0.2324213448793371,0.26401345889485645,0.32548345880539464
300,0.1975923773909843,0.240930273454709,0.2552886385818997,0.3061887105724071
750,0.19860095460118143,0.24964557291274175,0.25599971449370046,0.29575375799237635
550,0.20170164950266897,0.25550794631781915,0.2596486486712127,0.2831417555082993
1100,0.20175656728150992,0.25873506051467343,0.26628764278974293,0.2732207294140737
0,0.16735809499281526,0.20549815100295238,0.24404833607265597,0.38309541793157625
250,0.2098996853659397,0.2006137919428293,0.2342153487613702,0.3552711739298607
250,0.24694242237693637,0.1963607767982493,0.2256533566071104,0.3310434442177039
150,0.29810674546911436,0.18340317419769037,0.2104849948220879,0.3080050855111074
300,0.29707354962038096,0.20030219802919288,0.21092226493885513,0.291701987411571
250,0.3228483417252079,0.19608945898206456,0.20537109704312329,0.27569110224960425
0,0.21428760014286533,0.18121964741954444,0.22043993359880795,0.38405281883878223
550,0.21663375215220673,0.19037337432542087,0.22579932778825942,0.36719354573411306
700,0.21852823558886336,0.21017873438762869,0.23085292797045578,0.3404401020530522
250,0.2544556609251562,0.2046893711079688,0.22272555658868803,0.31812941137818695
300,0.26089391397515427,0.21794498643942997,0.22106769590432201,0.3000934036810937
300,0.26623017656689185,0.22893173139561976,0.21969359956427562,0.2851444924732127
350,0.2382482334729554,0.2510181286300675,0.2492830175289135,0.2614506203680637
1500,0.23755809684276236,0.25249371949898386,0.24946438521045997,0.26048379844779374
0,0.18123309247834354,0.20307929929576887,0.23752842869798405,0.37815917952790346
350,0.17264801593836657,0.23106538333610396,0.26304782703278595,0.3332387736927436
600,0.18086014019610336,0.25280480918607146,0.2656505812207215,0.30068446939710364
250,0.22165647925138784,0.24180567223166416,0.25302532457206295,0.28351252394488496
0,0.17507036963381611,0.1989371123340205,0.23890848215642158,0.38708403587574164
400,0.17045162611714434,0.23903604915446908,0.2524001009908374,0.3381122237375492
0,0.15522576474706282,0.19786373603689347,0.2386661747543717,0.40824432446167197
350,0.15257572316549928,0.22704004425516328,0.26392593231837896,0.35645830026095854
1000,0.15883629321712553,0.24488480843628752,0.2629310732858069,0.3333478250607802
0,0.1507242052674433,0.2001304414353276,0.24274748680733527,0.40639786648989384
1150,0.15239604405806503,0.20170579301257585,0.24426146719454292,0.40163669573481603
0,0.14822826607201708,0.1833962756671702,0.23551202115135256,0.43286343710945996
350,0.14717509748282553,0.2158741488882332,0.2614915763082363,0.37545917732070505
0,0.14620487149945874,0.18888726738059625,0.24218960514169172,0.42271825597825324
500,0.17364659237810778,0.19058191878139416,0.2629810190416088,0.37279046979888925
450,0.17534464746079192,0.21363244486490268,0.267796871528125,0.3432260361461805
600,0.18327207560110062,0.23721234830954344,0.2698982466740696,0.30961732941528636
350,0.17422169035127788,0.2574090569389502,0.2880306499561473,0.28033860275362477
0,0.15668686521986208,0.20498425406881488,0.2524749081621399,0.3858539725491831
400,0.1558987519847885,0.24382312840472228,0.26313964692514125,0.3371384726853479
350,0.1530951305036006,0.2625112156420097,0.2828144049694719,0.30157924888491794
250,0.19748032732273543,0.2502574451558919,0.26797058175806887,0.2842916457633038
1200,0.19793798180288372,0.25146605658048865,0.2702322466877115,0.2803637149289161
0,0.16587818995625628,0.2026810252391899,0.24557707995137992,0.3858637048531738
150,0.22311191929770552,0.1892502157230912,0.22891699774461924,0.3587208672345841
350,0.20496983237363953,0.22039218318577208,0.2564015785187039,0.3182364059218847
300,0.21987822638569574,0.23096005869973701,0.24897963019272853,0.3001820847218388
1100,0.21901691010472757,0.23542456819257004,0.25615642183923276,0.28940209986346965
0,0.17404739615414594,0.19646409501933157,0.24012194893399594,0.38936655989252655
0,0.15661931694534464,0.18136483881607887,0.23390773758692773,0.42810810665164867
200,0.21978223484762685,0.17092358844324676,0.21779546739865782,0.3914987093104685
1050,0.21773152771414547,0.1839601232308116,0.2313763792040157,0.3669319698510273
700,0.2195321668826223,0.2043137254624516,0.23595322045036138,0.3402008872045647
250,0.2553298257733824,0.19958246322612963,0.2271665939677622,0.3179211170327258
500,0.2691638377701556,0.1999434406522715,0.24983135355606187,0.28106136802151116
500,0.28127277039188564,0.20025940476536727,0.269669853537589,0.24879797130515813
0,0.19817485426919246,0.1828357232678996,0.24535912268420568,0.37363029977870216
0,0.1659699906394869,0.17608311968004461,0.23593742105313584,0.4220094686273325
750,0.16863581937621597,0.18819689900074058,0.23766264668873244,0.405504634934311
200,0.23052668853398223,0.177032417086089,0.22115288751094997,0.3712880068689788
400,0.21435233245827648,0.22169570611254102,0.23834429703734605,0.32560766439183636
500,0.23329617293975416,0.21929919719071927,0.25961521476471683,0.2877894151048097
400,0.21654473043970426,0.25515522052241335,0.2687921047435132,0.25950794429436913
650,0.21915633519549113,0.26147180353887234,0.27334593328130824,0.24602592798432826
300,0.23163652537269336,0.2650083695801392,0.2630237390152054,0.24033136603196195
400,0.21523090900481104,0.2913398248012613,0.27149038377005136,0.2219388824238762
1000,0.21689288676583815,0.3044652912715011,0.26994033002115553,0.2087014919415053
0,0.173224224104028,0.22322104844726523,0.24546394671198804,0.35809078073671863
0,0.156300293979971,0.19173458184333714,0.23597804594094726,0.41598707823574455
0,0.14974137063802836,0.17953190083189519,0.23230175470537365,0.4384249738247027
0,0.14719943888280748,0.17480271270989647,0.2308769962586044,0.4471208521486915
450,0.151977841400142,0.19969107124489338,0.239432061898595,0.4088990254563696
450,0.15619969480005963,0.22168063799197404,0.24699070368896064,0.37512896351900576
350,0.15332739628493836,0.2454217801230148,0.27035075164998223,0.3309000719420648
0,0.14858921461148938,0.2003385465329155,0.24562300692918448,0.40544923192641064
600,0.15934134007842923,0.2253219495692233,0.25006538161740866,0.36527132873493895
500,0.18514496414092907,0.2224732538343883,0.2698746986705196,0.3225070833541631
0,0.16092021497397926,0.191444771645267,0.24543851107177367,0.40219650230898
300,0.18336827194856287,0.20696737184328035,0.23989303383600913,0.36977132237214755
250,0.22384041417437517,0.20189310380498587,0.2305971537996098,0.3436693282210291
400,0.20905929871570558,0.24137609112060382,0.2458206310091753,0.3037439791545152
1100,0.20874333649593657,0.24531555545595257,0.2531566596047216,0.2927844484433893
300,0.22300584636757692,0.25161747276415536,0.24629012120955637,0.2790865596587113
700,0.22435560596527498,0.26618732950711943,0.24959204866399667,0.25986501586360883
0,0.1761164248394808,0.20838630172720465,0.2375779050784215,0.3779193683548929
550,0.18029864746911506,0.21623328616498827,0.2421129461879628,0.3613551201779338
250,0.22116756411594066,0.20996132185642694,0.23253012406987106,0.3363409899577613
300,0.23330350639507164,0.2223145744854433,0.2291940845802098,0.3151878345392753
550,0.2347349748372863,0.2294915954704495,0.23413239560167365,0.3016410340905906
300,0.2445486789188633,0.23850198863079747,0.23052210657166702,0.2864272258786722
400,0.22545251534839972,0.2703566641930345,0.24576122161488134,0.2584295988436844
900,0.22447251773534646,0.2734673822401477,0.24567815103150822,0.2563819489929974
1100,0.2233796151528252,0.2757892078893898,0.253021361672894,0.24780981528489085
600,0.22623576503765866,0.29280692849302725,0.2566826571319489,0.22427464933736524
0,0.17684508651180084,0.21870281260038757,0.24032589310768657,0.3641262077801249
300,0.1965673953141053,0.22955984578664382,0.2356555067031463,0.3382172521961045
900,0.19637996713317252,0.2337899744908111,0.2358497235507846,0.33398033482523176
2000,0.19642527683686842,0.2360577221779354,0.23772300884801834,0.3297939921371779
1050,0.19600531699408016,0.24454669079397365,0.24991261001207807,0.3095353821998681
300,0.21244810400599,0.2509802092546342,0.24360133275210816,0.2929703539872675
0,0.17150163430486595,0.20249273355145497,0.23525618393319064,0.39074944821048835
400,0.16762651971281364,0.24185077407712205,0.249508843962816,0.34101386224724833
500,0.19239699500334934,0.23694096011722451,0.26938756037958206,0.3012744844998442
300,0.20945739309286635,0.24467629796410492,0.25974289294165204,0.2861234160013767
350,0.19443135450731613,0.26316968656827205,0.28019281150402736,0.2622061474203845
350,0.18283435196934292,0.27744276814976715,0.2959759306620785,0.24374694921881157
550,0.18669343577670164,0.28196806945539776,0.2977019699998626,0.2336365247680382
500,0.20908629684692553,0.27205569233047494,0.31157107996517014,0.20728693085742952
300,0.22329010460924884,0.2737806886230753,0.2947061563928256,0.2082230503748502
1000,0.22436057578900032,0.28819491207610776,0.29145217548174407,0.19599233665314786
600,0.2271131610295186,0.30390290393610747,0.291056148540614,0.17792778649375976
500,0.24446574640858315,0.29125528770871156,0.3057539819111235,0.15852498397158193
300,0.25261390281133994,0.28969402439875025,0.2898847300684459,0.16780734272146386
0,0.1870680183185709,0.21749639664525672,0.2531934628499249,0.34224212218624733
250,0.22706193764328095,0.21106116483187848,0.24217839206020766,0.31969850546463274
400,0.21160954291842843,0.24863377361452763,0.2549886491904843,0.28476803427655956
250,0.2484312666605558,0.23817377759902209,0.24374153567839,0.2696534200620321
450,0.24141901650687342,0.2556811944687101,0.25079824532302797,0.25210154370138854
200,0.29560516666969705,0.23737292726225556,0.23289797157186234,0.23412393449618513
0,0.20372942036604028,0.19721918781911102,0.23110806201542372,0.3679433297994249
0,0.1681226805265239,0.18165747744986563,0.23041437683215746,0.4198054651914529
0,0.15432317442173873,0.17562648673829878,0.23014553691689352,0.43990480192306886
1250,0.15516455318314207,0.1782576478789074,0.23157113371563,0.43500666522232073
600,0.16522248912268178
